schemaID,payoff,conN,type,expN,expVar,conVar,Time,Subject
7,6,0.8606681434543927,same,50.91984497,22.17450084,0.6798204000533453,1,1
15,6,0.36000000000000004,new,49.521308929999996,32.19337558,0.04928000000000002,1,1
3,5,0.8408634392872747,same,38.11269084,9.358035718,0.38580308263433216,1,1
12,5,0.44,new,26.4393834,10.82212773,0.04928000000000002,1,1
2,4,0.6758444903809313,same,26.22740557,11.11918442,0.2387458071743596,1,1
11,4,0.52,new,21.04766581,12.20478566,0.04928000000000002,1,1
1,3,0.834975540055395,same,24.40043609,5.181766043,0.6536332302266883,1,1
14,3,0.6799999999999999,new,19.82444596,5.696560695,0.04928000000000002,1,1
8,2,0.8197757673187134,same,22.92546818,17.18497774,0.20610096942670916,1,1
13,2,0.9200000000000002,new,18.27657794,14.90293958,0.04928000000000002,1,1
7,6,0.6896837155942172,same,50.91984497,22.17450084,0.732350921827605,2,1
15,6,0.5017127745391624,new,49.521308929999996,32.19337558,0.24706516180874355,2,1
3,5,0.9408766728049606,same,38.11269084,9.358035718,0.42008200812056123,2,1
12,5,0.5364139381729449,new,26.4393834,10.82212773,0.17911690725941742,2,1
2,4,0.6963292370060865,same,26.22740557,11.11918442,0.19784918495978454,2,1
11,4,0.6080291076564719,new,21.04766581,12.20478566,0.16653966148470775,2,1
1,3,0.5033132038249757,same,24.40043609,5.181766043,0.9550367655043107,2,1
14,3,0.7171307768488869,new,19.82444596,5.696560695,0.09019216527333057,2,1
8,2,0.8701420698513593,same,22.92546818,17.18497774,0.2198201323976654,2,1
13,2,0.9301725785983266,new,18.27657794,14.90293958,0.04975486789748959,2,1
7,6,0.6896837155942172,same,50.91984497,22.17450084,0.732350921827605,3,1
15,6,0.3255285572973544,new,49.521308929999996,32.19337558,0.4372219391288324,3,1
3,5,0.9408766728049606,same,38.11269084,9.358035718,0.42008200812056123,3,1
12,5,0.5364139381729449,new,26.4393834,10.82212773,0.17911690725941742,3,1
2,4,0.5614055108765131,same,26.22740557,11.11918442,0.3408800186662092,3,1
11,4,0.6080291076564719,new,21.04766581,12.20478566,0.16653966148470775,3,1
1,3,0.5033132038249757,same,24.40043609,5.181766043,0.9550367655043107,3,1
14,3,0.7171307768488869,new,19.82444596,5.696560695,0.09019216527333057,3,1
8,2,0.8701420698513593,same,22.92546818,17.18497774,0.2198201323976654,3,1
13,2,0.9301725785983266,new,18.27657794,14.90293958,0.04975486789748959,3,1
7,6,0.6896837155942172,same,50.91984497,22.17450084,0.732350921827605,4,1
15,6,0.3255285572973544,new,49.521308929999996,32.19337558,0.4372219391288324,4,1
3,5,0.9408766728049606,same,38.11269084,9.358035718,0.42008200812056123,4,1
12,5,0.5364139381729449,new,26.4393834,10.82212773,0.17911690725941742,4,1
2,4,0.5614055108765131,same,26.22740557,11.11918442,0.3408800186662092,4,1
11,4,0.4788656494253598,new,21.04766581,12.20478566,0.3103229503859635,4,1
1,3,0.5033132038249757,same,24.40043609,5.181766043,0.9550367655043107,4,1
14,3,0.5913974221052044,new,19.82444596,5.696560695,0.2517345478068552,4,1
8,2,0.8701420698513593,same,22.92546818,17.18497774,0.2198201323976654,4,1
13,2,0.9301725785983266,new,18.27657794,14.90293958,0.04975486789748959,4,1
7,6,0.6992563052819526,same,50.91984497,22.17450084,0.5270045298109267,5,1
