Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
76,6,12,1,13,43.797999999999966,15,190,119,116,45,88,44.651999999999965,1.2809999999999993,5.428999999999996,10.186999999999992,20,5,11,16,195,7,17,54,2,0,12,3,1,L,0.22898461538461537,0.183,0.31935294117647056,0.18864814814814812
76,7,13,1,14,27.632999999999978,17,124,90,96,20,18,27.693999999999978,10.003999999999992,2.744999999999998,10.064999999999992,18,17,8,15,125,47,12,35,3,0,18,4.5,1,L,0.22155199999999997,0.21285106382978722,0.22874999999999998,0.28757142857142853
76,7,14,1,7,38.06399999999997,16,169,3,12,115,58,38.12499999999997,2.3789999999999982,4.452999999999997,2.622999999999998,17,6,13,8,170,7,19,12,6,0,18,4.5,1,L,0.22426470588235292,0.3398571428571428,0.23436842105263156,0.21858333333333332
76,8,15,1,1,14.395999999999988,18,69,120,37,73,44,26.90099999999998,4.452999999999997,0.122,6.404999999999995,20,12,1,15,118,14,1,24,3,0,15,3.75,1,L,0.22797457627118642,0.31807142857142856,0.122,0.266875
76,8,16,1,14,34.037999999999975,15,149,95,87,94,90,34.098999999999975,0.7319999999999998,1.1589999999999994,2.1349999999999985,16,3,6,11,150,4,6,13,3,1,36,3,1,L,0.22732666666666665,0.183,0.19316666666666665,0.16423076923076924
76,9,17,1,7,5.306999999999996,12,27,5,11,7,10,10.674999999999992,0.061,0.183,3.3549999999999973,20,1,1,10,54,1,1,16,6,1,72,6,1,L,0.19768518518518519,0.061,0.183,0.2096875
76,9,18,1,15,24.64399999999998,18,117,19,23,30,36,25.49799999999998,21.593999999999983,0.488,11.345999999999991,20,19,2,16,121,67,2,37,6,0,22,5.5,1,L,0.2107272727272727,0.3222985074626865,0.244,0.3066486486486486
76,10,19,1,13,40.19899999999997,18,180,116,19,74,16,41.23599999999997,3.1109999999999975,5.7339999999999955,4.6969999999999965,20,8,13,12,187,13,23,20,2,0,17,4.25,1,L,0.2205133689839572,0.2393076923076923,0.24930434782608693,0.23484999999999998
76,10,20,1,11,31.780999999999974,18,144,9,67,25,12,47.88499999999996,0.122,0.9149999999999996,18.909999999999986,20,1,4,17,212,1,4,91,4,0,21,5.25,1,L,0.22587264150943395,0.122,0.22874999999999998,0.20780219780219777
76,11,21,1,8,31.902999999999974,17,136,108,106,65,107,31.963999999999974,1.4029999999999991,6.8319999999999945,2.439999999999998,18,8,16,8,137,8,30,11,2,0.5,16,2.5,1,L,0.23331386861313866,0.175375,0.22773333333333332,0.2218181818181818
