conN,conVar,Subject
0.5272896558334657,0.3814342433637135,1
0.5348006219130598,0.3201693268501591,1
0.5272003881159125,0.2713359290744217,1
0.5138820129046174,0.24370549368212763,1
0.5398493692736794,0.24689910768382617,1
0.585876912927107,0.289574373453916,1
0.5577131608198065,0.2879870029777338,1
0.5583036346228556,0.23157054998828527,1
0.46731896319059774,0.3672257828551439,1
0.3524953537380281,0.5234278451892543,1
0.264602016581552,0.5945289504643556,1
0.5187106752549095,0.9838404777181995,1
0.5565070138481799,0.8626650593611003,1
0.4601670557066971,0.8828119637718458,1
0.4651898466549429,0.7162951529139683,1
0.44270516274939375,0.6180054901422729,1
0.4452128189529267,0.4994197045208842,1
0.5087639438219103,0.5266380133546745,1
0.4180731137026797,0.6026920709222008,1
0.4311812458074025,0.5083699209472063,1
0.3258167820155037,0.6174248643415627,1
0.2603202207597953,0.6249330139846669,1
0.3615574140799956,0.7024207978281342,1
0.3756638256729194,0.5901494614483549,1
0.31141001703358356,0.6006271864373556,1
0.33299099336815297,0.5236637018190232,1
0.3412295448602211,0.43540806443935487,1
0.35824482929985385,0.38235702043074943,1
0.4587471731781028,0.5068903041010975,1
0.5147201163317581,0.5174581295881886,1
0.5054693533074023,0.4324680297192624,1
0.5086407940304777,0.3523173052215607,1
0.42167820993791005,0.45577901236238383,1
0.5857744220509475,0.23480196894756405,2
0.6274138577351684,0.2711204465264929,2
0.5261701604324447,0.41938375182664195,2
0.5617992114430627,0.40676510348254946,2
0.5817745258166204,0.365362711533155,2
0.5827554632265635,0.29425204404641025,2
0.5100376323105569,0.38083729706914127,2
0.5363970119309664,0.35738859689613217,2
0.5092155470676663,0.34027380724350603,2
0.5470800724261278,0.3479480965117278,2
0.5687863201194562,0.32177097259603915,2
0.5412072055950835,0.31257500712557656,2
0.5859561879972652,0.3395579705048248,2
0.6043283596587365,0.30839071972680254,2
0.5222464608457884,0.4108763734073382,2
0.48584465098119345,0.4015047184550604,2
0.5080598582197461,0.3656341892411537,2
0.48890656098508545,0.3308139458622442,2
0.5294112407555243,0.34566051623067306,2
0.5423595257984108,0.3024249830703116,2
0.49645905996152884,0.3337409181300133,2
0.46336438733102275,0.3331820797650228,2
0.48265087034976384,0.30511862984950033,2
