Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
42,5,10,1,7,0.6709999999999998,5,5,3,12,1,62,2.5619999999999985,0.366,3.0499999999999976,15.310999999999988,11,2,9,14,13,3,13,63,6,0.5,40,5.5,7,1,L,0.18599019607843137,0.13216666666666665,0.20968749999999997,0.23671641791044773
42,6,11,1,15,37.39299999999997,10,167,21,13,19,100,38.12499999999997,2.9279999999999977,4.879999999999996,5.855999999999995,12,9,13,14,169,12,22,22,6,0.5,38,5,"15,7",1,L,0.22559171597633135,0.24399999999999994,0.2218181818181818,0.26618181818181813
42,6,12,1,7,0,0,0,9,3,10,12,2.9889999999999977,5.367999999999996,0.9759999999999995,1.7079999999999989,8,13,6,3,10,21,6,3,6,1,72,6,"7,15",1,L,0.19106611570247933,0.2556190476190476,0.16266666666666665,0.569333333333333
42,7,13,1,15,10.735999999999992,19,64,14,19,17,21,12.32199999999999,0.061,1.0369999999999995,2.561999999999998,20,1,3,6,70,1,4,9,6,1,72,6,"15,7",1,L,0.17602857142857142,0.061,0.25925,0.2846666666666666
42,7,14,1,7,0.7929999999999997,6,6,9,3,2,5,0.8539999999999996,0.244,1.8909999999999987,2.622999999999998,7,1,6,6,7,1,8,8,6,1,72,6,"7,15",1,L,0.20693670886075946,0.2135,0.20176923076923076,0.3278749999999999
42,8,15,1,0,0,0,0,74,19,66,22,0.244,0.183,0.9149999999999996,0.061,2,3,4,1,2,3,4,1,0,0,19,4.75,7,1,L,0.16774999999999998,0.061,0.22875,0.061
42,8,16,1,7,1.2199999999999993,8,8,2,12,7,8,1.2809999999999993,6.343999999999995,1.8909999999999987,0.7319999999999998,9,14,7,2,9,36,7,3,6,1,72,6,7,1,L,0.2218181818181818,0.20053749999999998,0.21785714285714283,0.244
42,9,17,1,15,15.432999999999987,18,84,16,21,82,48,15.737999999999987,1.0979999999999994,6.465999999999995,1.2809999999999993,20,4,14,6,86,4,24,8,6,0,20,5,7,1,L,0.183,0.27449999999999997,0.26941666666666664,0.160125
42,9,18,1,0,0,0,0,2,97,36,10,2.3179999999999983,2.0129999999999986,0.5489999999999999,7.685999999999994,10,13,3,16,14,16,3,34,0,0,19,4.75,0,1,L,0.19434883720930232,0.1258125,0.183,0.22605882352941173
42,10,19,1,14,15.798999999999987,18,80,87,95,93,91,16.896999999999988,0.366,2.0129999999999986,2.1349999999999985,20,3,7,7,85,3,11,10,3,1,36,3,14,1,L,0.19878823529411763,0.122,0.183,0.21349999999999997
