schemaID,payoff,conN,type,expN,expVar,conVar,Time,Subject
7,6,0.5705422741017989,same,50.91984497,22.17450084,0.35470003141538586,1,1
15,6,0.36000000000000004,new,49.521308929999996,32.19337558,0.04928000000000002,1,1
3,5,0.6722466212368959,same,38.11269084,9.358035718,0.21724725648225177,1,1
12,5,0.44,new,26.4393834,10.82212773,0.04928000000000002,1,1
2,4,0.669770153209824,same,26.22740557,11.11918442,0.31688201374424474,1,1
11,4,0.52,new,21.04766581,12.20478566,0.04928000000000002,1,1
1,3,0.8694280752190018,same,24.40043609,5.181766043,0.4513962124535877,1,1
14,3,0.6799999999999999,new,19.82444596,5.696560695,0.04928000000000002,1,1
8,2,0.9557930390351688,same,22.92546818,17.18497774,0.27865029530382573,1,1
13,2,0.9200000000000002,new,18.27657794,14.90293958,0.04928000000000002,1,1
7,6,0.6576675091184498,same,50.91984497,22.17450084,0.3789778745157465,2,1
15,6,0.4720635706017022,new,49.521308929999996,32.19337558,0.20259135590255323,2,1
3,5,0.7628527680238443,same,38.11269084,9.358035718,0.28798229971799866,2,1
12,5,0.5639182697982067,new,26.4393834,10.82212773,0.2203734046973101,2,1
2,4,0.6739132622221781,same,26.22740557,11.11918442,0.2280320731395023,2,1
11,4,0.5745557606669203,new,21.04766581,12.20478566,0.11632964100038042,2,1
1,3,0.91353438941643,same,24.40043609,5.181766043,0.3821368200136537,2,1
14,3,0.7366970054747584,new,19.82444596,5.696560695,0.11954150821213758,2,1
8,2,1.0614030476297378,same,22.92546818,17.18497774,0.35347021960453145,2,1
13,2,0.9242915436388187,new,18.27657794,14.90293958,0.040933315458227856,2,1
7,6,0.6576675091184498,same,50.91984497,22.17450084,0.3789778745157465,3,1
15,6,0.4720635706017022,new,49.521308929999996,32.19337558,0.20259135590255323,3,1
3,5,0.5856724657793916,same,38.11269084,9.358035718,0.4673580631692781,3,1
12,5,0.5639182697982067,new,26.4393834,10.82212773,0.2203734046973101,3,1
2,4,0.5442208994786166,same,26.22740557,11.11918442,0.3541609953129937,3,1
11,4,0.5745557606669203,new,21.04766581,12.20478566,0.11632964100038042,3,1
1,3,0.91353438941643,same,24.40043609,5.181766043,0.3821368200136537,3,1
14,3,0.5827265912894027,new,19.82444596,5.696560695,0.31463467702652964,3,1
8,2,1.0614030476297378,same,22.92546818,17.18497774,0.35347021960453145,3,1
13,2,0.9242915436388187,new,18.27657794,14.90293958,0.040933315458227856,3,1
7,6,0.6576675091184498,same,50.91984497,22.17450084,0.3789778745157465,4,1
15,6,0.3841962112251135,new,49.521308929999996,32.19337558,0.27361498819667024,4,1
3,5,0.5856724657793916,same,38.11269084,9.358035718,0.4673580631692781,4,1
12,5,0.4421121118332345,new,26.4393834,10.82212773,0.33697062023557534,4,1
2,4,0.5442208994786166,same,26.22740557,11.11918442,0.3541609953129937,4,1
11,4,0.5745557606669203,new,21.04766581,12.20478566,0.11632964100038042,4,1
1,3,0.6517352795368054,same,24.40043609,5.181766043,0.6601944388289944,4,1
14,3,0.5827265912894027,new,19.82444596,5.696560695,0.31463467702652964,4,1
8,2,1.0614030476297378,same,22.92546818,17.18497774,0.35347021960453145,4,1
13,2,0.9242915436388187,new,18.27657794,14.90293958,0.040933315458227856,4,1
7,6,0.7097575922640924,same,50.91984497,22.17450084,0.34341963687948635,5,1
15,6,0.5015905295316337,new,49.521308929999996,32.19337558,0.3676219691974495,5,1
3,5,0.6815362541867486,same,38.11269084,9.358035718,0.4709463268295301,5,1
12,5,0.473726499121234,new,26.4393834,10.82212773,0.283301015096902,5,1
2,4,0.5636373288806514,same,26.22740557,11.11918442,0.2770373408221478,5,1
11,4,0.6523518999971658,new,21.04766581,12.20478566,0.1981249576956346,5,1
1,3,0.760473587331656,same,24.40043609,5.181766043,0.6252435688725719,5,1
14,3,0.6355746456899191,new,19.82444596,5.696560695,0.29951635551934525,5,1
8,2,1.1415443173243913,same,22.92546818,17.18497774,0.36764105826515225,5,1
13,2,0.9310834238685068,new,18.27657794,14.90293958,0.03884114116529169,5,1
7,6,0.6784374425337375,same,50.91984497,22.17450084,0.28737397041117285,6,1
15,6,0.5015905295316337,new,49.521308929999996,32.19337558,0.3676219691974495,6,1
3,5,0.5362246686061436,same,38.11269084,9.358035718,0.5476298071515784,6,1
12,5,0.473726499121234,new,26.4393834,10.82212773,0.283301015096902,6,1
2,4,0.5636373288806514,same,26.22740557,11.11918442,0.2770373408221478,6,1
11,4,0.5040420942946914,new,21.04766581,12.20478566,0.3611521789406559,6,1
1,3,0.760473587331656,same,24.40043609,5.181766043,0.6252435688725719,6,1
14,3,0.6355746456899191,new,19.82444596,5.696560695,0.29951635551934525,6,1
8,2,1.1415443173243913,same,22.92546818,17.18497774,0.36764105826515225,6,1
13,2,0.9310834238685068,new,18.27657794,14.90293958,0.03884114116529169,6,1
7,6,0.6784374425337375,same,50.91984497,22.17450084,0.28737397041117285,7,1
15,6,0.34893197968328804,new,49.521308929999996,32.19337558,0.48632320321073313,7,1
3,5,0.5362246686061436,same,38.11269084,9.358035718,0.5476298071515784,7,1
12,5,0.473726499121234,new,26.4393834,10.82212773,0.283301015096902,7,1
2,4,0.33532156841857264,same,26.22740557,11.11918442,0.5363997792686217,7,1
11,4,0.5040420942946914,new,21.04766581,12.20478566,0.3611521789406559,7,1
1,3,0.760473587331656,same,24.40043609,5.181766043,0.6252435688725719,7,1
14,3,0.5969041960041752,new,19.82444596,5.696560695,0.2676671233921574,7,1
8,2,1.1415443173243913,same,22.92546818,17.18497774,0.36764105826515225,7,1
13,2,0.9310834238685068,new,18.27657794,14.90293958,0.03884114116529169,7,1
7,6,0.6150541421795894,same,50.91984497,22.17450084,0.29623672981904303,8,1
15,6,0.39224516336120174,new,49.521308929999996,32.19337558,0.4053960177643837,8,1
3,5,0.7515349865306921,same,38.11269084,9.358035718,0.7063063418929275,8,1
12,5,0.5114165786756144,new,26.4393834,10.82212773,0.2548458298994021,8,1
2,4,0.4030535632664146,same,26.22740557,11.11918442,0.4770778377597982,8,1
11,4,0.7093716130897885,new,21.04766581,12.20478566,0.5608008034511046,8,1
1,3,0.5870287309778365,same,24.40043609,5.181766043,0.6978377827415297,8,1
14,3,0.6697239263707897,new,19.82444596,5.696560695,0.296596581924432,8,1
8,2,0.922918261678501,same,22.92546818,17.18497774,0.585287824254442,8,1
13,2,0.7314539638502735,new,18.27657794,14.90293958,0.3266329888430542,8,1
7,6,0.6150541421795894,same,50.91984497,22.17450084,0.29623672981904303,9,1
15,6,0.39224516336120174,new,49.521308929999996,32.19337558,0.4053960177643837,9,1
3,5,0.7515349865306921,same,38.11269084,9.358035718,0.7063063418929275,9,1
12,5,0.5114165786756144,new,26.4393834,10.82212773,0.2548458298994021,9,1
2,4,0.4030535632664146,same,26.22740557,11.11918442,0.4770778377597982,9,1
11,4,0.7093716130897885,new,21.04766581,12.20478566,0.5608008034511046,9,1
1,3,0.5870287309778365,same,24.40043609,5.181766043,0.6978377827415297,9,1
14,3,0.6697239263707897,new,19.82444596,5.696560695,0.296596581924432,9,1
8,2,0.922918261678501,same,22.92546818,17.18497774,0.585287824254442,9,1
13,2,0.7286300577198397,new,18.27657794,14.90293958,0.23287895138578873,9,1
7,6,0.6150541421795894,same,50.91984497,22.17450084,0.29623672981904303,10,1
15,6,0.39224516336120174,new,49.521308929999996,32.19337558,0.4053960177643837,10,1
3,5,0.7515349865306921,same,38.11269084,9.358035718,0.7063063418929275,10,1
12,5,0.5114165786756144,new,26.4393834,10.82212773,0.2548458298994021,10,1
2,4,0.4030535632664146,same,26.22740557,11.11918442,0.4770778377597982,10,1
11,4,0.7093716130897885,new,21.04766581,12.20478566,0.5608008034511046,10,1
1,3,0.4800931453108186,same,24.40043609,5.181766043,0.6488898264195977,10,1
14,3,0.6697239263707897,new,19.82444596,5.696560695,0.296596581924432,10,1
8,2,0.922918261678501,same,22.92546818,17.18497774,0.585287824254442,10,1
13,2,0.7286300577198397,new,18.27657794,14.90293958,0.23287895138578873,10,1
7,6,0.7290935541962597,same,50.91984497,22.17450084,0.3784248288983354,11,1
15,6,0.47746841457621103,new,49.521308929999996,32.19337558,0.4116120892575826,11,1
3,5,0.8647848229190264,same,38.11269084,9.358035718,0.6642891939075506,11,1
12,5,0.5588685673795576,new,26.4393834,10.82212773,0.2495700639854962,11,1
2,4,0.45592861909021476,same,26.22740557,11.11918442,0.4132670701675589,11,1
11,4,0.5039669091822898,new,21.04766581,12.20478566,0.7006676182770212,11,1
1,3,0.5119264684930782,same,24.40043609,5.181766043,0.5019728632671078,11,1
14,3,0.7030136399824373,new,19.82444596,5.696560695,0.2575521777645738,11,1
8,2,0.9757458420561311,same,22.92546818,17.18497774,0.48894284754455464,11,1
13,2,0.7933113800220334,new,18.27657794,14.90293958,0.2600372494233426,11,1
7,6,0.5260983564915062,same,50.91984497,22.17450084,0.569390176785965,12,1
15,6,0.47746841457621103,new,49.521308929999996,32.19337558,0.4116120892575826,12,1
3,5,0.8647848229190264,same,38.11269084,9.358035718,0.6642891939075506,12,1
12,5,0.5096554097877861,new,26.4393834,10.82212773,0.24851878117750453,12,1
2,4,0.45592861909021476,same,26.22740557,11.11918442,0.4132670701675589,12,1
11,4,0.5039669091822898,new,21.04766581,12.20478566,0.7006676182770212,12,1
1,3,0.5119264684930782,same,24.40043609,5.181766043,0.5019728632671078,12,1
14,3,0.7030136399824373,new,19.82444596,5.696560695,0.2575521777645738,12,1
8,2,0.5965278063844305,same,22.92546818,17.18497774,0.9110870467887391,12,1
13,2,0.7933113800220334,new,18.27657794,14.90293958,0.2600372494233426,12,1
7,6,0.5260983564915062,same,50.91984497,22.17450084,0.569390176785965,13,1
15,6,0.47746841457621103,new,49.521308929999996,32.19337558,0.4116120892575826,13,1
3,5,0.8647848229190264,same,38.11269084,9.358035718,0.6642891939075506,13,1
12,5,0.5096554097877861,new,26.4393834,10.82212773,0.24851878117750453,13,1
2,4,0.45592861909021476,same,26.22740557,11.11918442,0.4132670701675589,13,1
11,4,0.5039669091822898,new,21.04766581,12.20478566,0.7006676182770212,13,1
1,3,0.5119264684930782,same,24.40043609,5.181766043,0.5019728632671078,13,1
14,3,0.7030136399824373,new,19.82444596,5.696560695,0.2575521777645738,13,1
8,2,0.5965278063844305,same,22.92546818,17.18497774,0.9110870467887391,13,1
13,2,0.8776482973032674,new,18.27657794,14.90293958,0.3085314505181909,13,1
7,6,0.4666530157561168,same,50.91984497,22.17450084,0.4877411348532596,14,1
15,6,0.6280365611682599,new,49.521308929999996,32.19337558,0.5139806823683811,14,1
