Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
3,3,6,0,4,0,0,0,106,104,100,105,1.4029999999999991,0.7319999999999998,0.9759999999999995,4.7579999999999965,6,2,4,13,6,2,4,25,2,1,24,2,"4,1",6,L,0.20356179775280897,0.32025,0.24399999999999997,0.19032
3,4,7,0,1,1.3419999999999992,10,11,78,70,77,12,1.8909999999999991,20.678999999999984,1.0979999999999994,13.48099999999999,12,18,5,16,13,90,6,50,3,0,16,4,4,6,L,0.22509859154929576,0.22858241758241757,0.18299999999999997,0.24399999999999997
3,4,8,0,4,0.061,1,1,100,99,97,54,1.1589999999999994,3.2329999999999974,4.269999999999997,3.4159999999999973,5,11,11,9,5,14,15,16,2,0.5,16,2.5,4,6,L,0.20877464788732392,0.2309285714285714,0.2846666666666667,0.2135
3,5,9,0,3,51.05699999999996,11,229,33,36,27,82,52.39899999999996,0.061,5.245999999999996,1.2809999999999993,16,1,12,4,234,1,20,5,5,0.5,33,4.5,"3,4",6,L,0.2239273504273504,0.061,0.2623,0.2562
3,5,10,0,4,1.585999999999999,6,6,101,89,90,58,4.452999999999997,9.759999999999993,4.269999999999997,5.001999999999996,17,16,12,13,21,35,19,19,2,0,12,3,3,6,L,0.18587735849056602,0.2687297297297297,0.23696153846153842,0.266875
4,1,1,0,6,16.34799999999999,18,81,6,8,58,26,16.469999999999988,1.7689999999999988,6.465999999999995,9.332999999999993,19,7,14,15,82,9,24,46,6,0,21,5.25,0,6,L,0.20085365853658535,0.19655555555555554,0.2694166666666666,0.20289130434782607
4,1,2,0,8,25.07099999999998,19,105,71,14,120,17,46.603999999999964,0.427,0.122,0.305,20,2,2,2,190,2,2,2,2,0,18,4.5,0,6,L,0.24528421052631577,0.2135,0.061,0.1525
4,2,3,0,9,28.181999999999977,18,114,67,64,62,22,29.462999999999976,1.7079999999999989,0.5489999999999999,5.855999999999995,20,6,3,15,120,7,3,28,4,0.5,30,4.5,9,6,L,0.24552499999999997,0.24399999999999994,0.183,0.20914285714285713
4,2,4,0,5,16.774999999999988,19,85,38,48,45,1,17.079999999999988,7.319999999999994,0.061,3.4159999999999973,20,11,1,8,86,27,1,8,5,0.5,36,5.25,"5,9",6,L,0.1986046511627907,0.2711111111111111,0.061,0.4269999999999999
4,3,5,0,5,0,0,0,48,45,39,99,2.439999999999998,3.2329999999999974,0.7319999999999998,11.77299999999999,10,11,4,15,11,20,4,53,5,0.5,32,4.25,"5,9",6,L,0.20718965517241378,0.1485217391304348,0.183,0.2221320754716981
4,3,6,0,9,18.665999999999986,19,97,72,24,83,115,21.898999999999983,4.269999999999997,15.615999999999987,2.3789999999999982,20,11,17,11,109,18,64,13,4,0,15,3.75,5,6,L,0.20090825688073394,0.23722222222222222,0.24399999999999997,0.183
4,4,7,0,1,21.349999999999984,20,100,75,80,78,73,23.42399999999998,0.427,2.0739999999999985,0.7929999999999997,20,3,5,6,105,3,6,8,3,1,36,3,"1,5",6,L,0.22308571428571428,0.14233333333333334,0.34566666666666657,0.09912499999999999
