conN,conVar,Subject
0.48,0.06844444444444445,1
0.528287860381807,0.15133127631916946,1
0.49222041782514164,0.1931999061686662,1
0.50490803683536,0.17993516295536957,1
0.5273985457150732,0.18892914812372208,1
0.45567060858624353,0.29459919275663693,1
0.4636429738322917,0.2516240846974058,1
0.484927057108094,0.24386743430952923,1
0.5697771482287641,0.3647941296889636,1
0.554073792607638,0.3232420149934232,1
0.5804138837518541,0.3112737942831708,1
0.5483724329461076,0.3131019370380296,1
0.5968668366918166,0.3474703571218417,1
0.6164650942699352,0.3171728008537105,1
0.5182605023408878,0.45014742454106327,1
0.48,0.06844444444444445,2
0.5319299837955088,0.15861552314657323,2
0.46827743725267357,0.25419751160292914,2
0.4999697907231283,0.2667427162232528,2
0.5162025698927065,0.24585973131775865,2
0.5573602900306246,0.279003225330043,2
0.5432825577487166,0.2513580448278505,2
0.5685611054551559,0.25164353127515904,2
0.4874833876919721,0.3634702605464949,2
0.5214553052054302,0.3587200434641121,2
0.5280654884011706,0.30019640116277074,2
0.5920154197653145,0.36805698365850437,2
0.6745732902223315,0.45956132784083753,2
0.6811097099082981,0.3807219016446033,2
0.6052480969876445,0.4563007471569899,2
0.48,0.06844444444444445,3
0.529585386886028,0.1539263293276115,3
0.46679824700422895,0.2487153432256872,3
0.4549537417832479,0.22266128502251187,3
0.47109848635491697,0.21041851716134763,3
0.5372357407262257,0.3006093224716956,3
0.5159491113757644,0.28306071667827903,3
0.5362646245525818,0.2670795996962581,3
0.5264548450420407,0.23328323877808885,3
0.5486232740901479,0.23096344911868552,3
0.5742369505134435,0.23599811214153954,3
0.5307341324018734,0.2758041259363718,3
0.48,0.06844444444444445,4
0.5328986329806079,0.1605528215167714,4
0.47863381521010306,0.23697189275442682,4
0.49440381107293985,0.22111750592921503,4
0.5140306168967115,0.21614761639091531,4
0.45633685665465173,0.28830561359685175,4
0.4500235823284157,0.24327103952995344,4
0.4740638188980144,0.24269730476316012,4
0.4697134803786538,0.20285852084924932,4
0.3896127679155248,0.3224882416056574,4
0.415975189270283,0.31071543599404233,4
0.4448806980287443,0.30638336631215646,4
0.42124204491892936,0.29238399926935504,4
0.44332398060944345,0.2780710707965123,4
0.4575668671669034,0.2509426297521298,4
0.48,0.06844444444444445,5
0.5288822154779703,0.1525199865114963,5
0.4688112520665892,0.2421579160319593,5
0.419639777717579,0.2920692815235879,5
0.4458509191218301,0.2860777080273726,5
0.41855471387876797,0.2834545769080224,5
0.42872556539618756,0.2471053645612571,5
0.4533705739046974,0.24697430866602543,5
0.382875884665325,0.3385688254115652,5
0.46912897569980805,0.4433612423982182,5
0.4710366463202505,0.35850433515945945,5
0.3847886603484005,0.4592994400712676,5
0.48,0.06844444444444445,6
0.5297850728273736,0.15432570121030284,6
0.542059891848862,0.14801019901121915,6
0.5953773001231192,0.22504297575748955,6
0.6154576245541156,0.22019502946798447,6
0.5742320623559767,0.2586071479706654,6
0.6182795745228333,0.2949807427102456,6
0.6368311616676057,0.2730877684577411,6
0.6283198533635755,0.2354928313742531,6
0.6482632733156525,0.2282811050035563,6
0.672926754457893,0.23195184628732607,6
0.7193683867878917,0.27844474168985844,6
0.6295633807044734,0.4023658055187234,6
0.6551035419851846,0.37297296697640125,6
0.5675266844925841,0.47353208856632184,6
0.48,0.06844444444444445,7
0.521186465509799,0.13712848657515353,7
0.5365333675796239,0.14039659339977276,7
0.47094254415861736,0.2434989215618312,7
0.49212023595217275,0.23715452083657573,7
0.4982800132888193,0.2020431713425537,7
0.4905462880732307,0.17710198750522024,7
0.513064538756861,0.18671809137143666,7
0.46438037632191914,0.24674279796703305,7
0.5458789161741264,0.3603913180780409,7
0.571069769459768,0.33869476103371576,7
0.5505238126456226,0.31204772245526347,7
0.4981930146316224,0.3542997739922111,7
0.5238809980076782,0.3348157859458803,7
0.4664657273787808,0.38268317001449903,7
0.48,0.06844444444444445,8
0.5407203672480185,0.17619629005159257,8
0.48461564859150447,0.2531664693543022,8
0.5782435256293188,0.3897889295590705,8
0.6020025932824419,0.35934927895350255,8
0.7030228966649215,0.4895200299277612,8
0.6562391543259476,0.4851835086201566,8
0.6692787523567411,0.4142260029577123,8
0.6602008046400106,0.3495366977996307,8
0.6828305479015956,0.3248888447628745,8
0.6831790692637221,0.26060811853455257,8
0.6169947904648156,0.340855052425455,8
0.48,0.06844444444444445,9
0.5359442212121494,0.16664399797985435,9
0.5358668254098201,0.13346998998854193,9
0.5911071704891083,0.21725668214941007,9
0.6171960741898854,0.22598315312108214,9
0.5776383610548048,0.259901948767027,9
0.5293170793557075,0.30456412241181624,9
0.5497675451404299,0.28455222949889786,9
0.5207449734661884,0.28568692694760117,9
0.47908030277276,0.3118788829449378,9
0.4909025321075173,0.2731475650254648,9
