,ID,round,phase,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,dwmean_1,dwmean_2,dwmean_3,dwmean_4,schemas_1,schemas_2,schemas_3,schemas_4,RT_1,RT_2,RT_3,RT_4,payoff,accuracy,performance,novelty,breakR,afterbreak,type
61,8,1,2,20,8,2,6,54,8,2,8,0.386381818,1.780444444,1.249666667,0.471333333,6,5,6,4,21.251,16.024,3.749,4.242,5.25,0.25,21,0,-1,0,H
62,8,2,3,15,12,4,9,51,27,19,77,0.271980769,0.344928571,0.4447,0.161333333,6,6,6,3,14.143,9.658,8.894,12.584,5.25,0.25,39,0,-1,0,H
63,8,2,4,7,5,6,10,25,11,13,10,0.216307692,0.465916667,0.198785714,0.179636364,3,4,5,6,5.624,5.591,2.783,1.976,4.5,0.25,18,0,-1,0,H
64,8,3,5,18,15,9,8,73,100,37,31,0.295621622,0.203267327,0.186815789,0.150375,6,4,5,3,21.876,20.53,7.099,4.812,4.5,0,18,0,-1,0,H
65,8,3,6,20,14,6,19,219,42,13,129,0.247181818,0.269813953,0.136571429,0.162546154,4,6,6,3,54.38,11.602,1.912,21.131,4.75,0,19,0,-1,0,H
66,8,4,7,19,2,19,4,102,2,105,7,0.230805825,0.452333333,0.319716981,0.24575,6,6,4,4,23.773,1.357,33.89,1.966,5,0,20,0,-1,0,H
67,8,5,9,20,4,12,20,227,4,17,99,0.276491228,0.215,0.631277778,0.52476,6,6,6,6,63.04,1.075,11.363,52.476,6,0.75,72,0,-1,0,H
68,8,5,10,7,19,5,2,22,131,5,5,0.27473913,0.364992424,0.498166667,0.299833333,6,4,4,4,6.319,48.179,2.989,1.799,4.5,0.75,30,0,-1,0,H
69,8,6,11,20,5,5,5,135,10,7,11,0.308382353,0.230090909,0.938,0.192,3,6,6,5,41.94,2.531,7.504,2.304,5,0.25,20,1,-1,1,H
70,8,6,12,11,3,19,17,36,12,116,108,0.380108108,0.229538462,0.312435897,0.248211009,6,6,6,3,14.064,2.984,36.555,27.055,5.25,0.25,39,1,-1,1,H
71,8,7,13,20,7,8,8,169,15,30,26,0.244388235,0.2783125,0.150483871,0.140444444,2,6,4,3,41.546,4.453,4.665,3.792,3.75,0.25,15,1,-1,1,H
72,8,7,14,20,20,5,20,77,127,20,188,0.296512821,0.213335938,0.258333333,0.50221164,6,6,6,2,23.128,27.307,5.425,94.918,5,0.25,38,1,-1,1,H
73,8,8,15,16,6,5,4,58,8,6,4,0.36840678,0.334444444,0.204,0.3416,5,6,4,4,21.736,3.01,1.428,1.708,4.75,0,19,1,-1,1,H
74,8,8,16,14,7,9,7,57,13,9,8,0.299568966,0.122642857,0.3233,0.600666667,6,4,5,3,17.375,1.717,3.233,5.406,4.5,0,18,1,-1,1,H
75,8,9,17,20,5,4,4,63,4,5,3,0.352328125,0.2992,0.1415,0.3075,2,5,5,4,22.549,1.496,0.849,1.23,4,0,16,1,-1,1,H
76,8,9,18,15,5,3,9,29,12,7,12,0.447566667,0.317769231,0.17125,0.195384615,4,2,6,3,13.427,4.131,1.37,2.54,3.75,0,15,1,-1,1,H
77,10,1,1,19,3,5,18,87,4,28,86,0.667568182,0.1726,0.20737931,0.286781609,2,5,2,2,58.746,0.863,6.014,24.95,2.75,0.25,17,0,-1,0,H
78,10,1,2,11,18,7,4,29,79,25,18,0.338866667,0.3515,0.648653846,0.161947368,4,4,5,3,10.166,28.12,16.865,3.077,4,0.25,16,0,-1,0,H
79,10,2,3,20,2,7,3,137,1,9,2,0.350724638,0.5265,0.8086,0.384,2,2,5,5,48.4,1.053,8.086,1.152,3.5,0,14,0,-1,0,H
80,10,2,4,18,4,11,14,71,4,30,33,0.628972222,0.0796,0.32183871,0.608558824,6,6,4,5,45.286,0.398,9.977,20.691,5.25,0,21,0,-1,0,H
81,10,4,7,15,20,5,19,27,180,4,52,0.758642857,0.389359116,0.185,0.669886792,4,5,5,2,21.242,70.474,0.925,35.504,4,0.5,16,0,-1,0,H
82,10,4,8,20,3,4,16,122,2,5,44,0.308195122,0.301666667,0.1095,0.365822222,2,2,2,2,37.908,0.905,0.657,16.462,2,0.5,24,0,-1,0,H
83,10,5,9,18,3,2,20,107,3,2,37,0.463777778,0.40175,0.721,0.622105263,4,4,4,3,50.088,1.607,2.163,23.64,3.75,0.25,27,0,-1,0,H
84,10,5,10,20,2,13,9,79,1,38,11,0.7925875,0.1775,0.822384615,0.80575,4,4,6,6,63.407,0.355,32.073,9.669,5,0.25,20,0,-1,0,H
85,10,6,11,20,2,4,19,126,1,9,66,0.58988189,0.467,0.236,0.639791045,6,6,3,4,74.915,0.934,2.36,42.866,4.75,0.5,19,1,-1,1,H
86,10,6,12,20,5,18,18,255,6,36,44,0.373625,0.115,0.404324324,0.6724,4,4,4,4,95.648,0.805,14.96,30.258,4,0.5,48,1,-1,1,H
87,10,7,13,17,2,19,18,79,1,81,93,0.32565,0.868,0.307621951,0.232489362,2,2,2,4,26.052,1.736,25.225,21.854,2.5,0.5,16,1,-1,1,H
88,10,7,14,17,4,2,18,65,5,1,84,0.324878788,0.2855,0.524,0.384647059,3,3,3,6,21.442,1.713,1.048,32.695,3.75,0.5,24,1,-1,1,H
89,10,8,15,20,2,12,20,96,1,32,137,0.612721649,0.4515,0.521121212,0.404471014,5,5,5,3,59.434,0.903,17.197,55.817,4.5,0.75,33,1,-1,1,H
90,10,8,16,17,4,5,11,60,3,7,32,0.410655738,0.133,0.358875,0.444333333,2,2,2,2,25.05,0.532,2.871,14.663,2,0.75,24,1,-1,1,H
91,10,9,17,19,7,6,19,153,16,8,106,0.380038961,0.236588235,0.404777778,0.457,2,2,2,2,58.526,4.022,3.643,48.899,2,0.5,24,1,-1,1,H
92,10,9,18,19,3,4,15,51,2,3,26,0.587903846,0.149333333,0.3975,0.79462963,2,6,6,2,30.571,0.448,1.59,21.455,4,0.5,16,1,-1,1,H
93,10,10,19,15,3,5,2,34,3,6,1,0.423942857,0.35175,0.321142857,0.268,3,3,3,3,14.838,1.407,2.248,0.536,3,0.5,36,1,-1,1,H
94,10,10,20,20,3,6,5,91,2,7,6,0.663152174,0.316,0.857,0.721714286,4,5,2,4,61.01,0.948,6.856,5.052,3.75,0.5,15,1,-1,1,H
95,10,11,21,18,5,5,8,99,15,8,25,0.43698,0.25725,0.450888889,0.394615385,2,2,2,2,43.698,4.116,4.058,10.26,2,0.75,24,1,-1,1,H
96,10,11,22,9,4,5,19,20,3,4,71,0.727952381,0.167,0.6764,0.706194444,3,3,3,6,15.287,0.668,3.382,50.846,3.75,0.75,24,1,-1,1,H
97,14,1,1,20,4,2,17,325,5,2,67,0.535981595,0.339166667,0.699333333,0.359544118,6,6,3,2,174.73,2.035,2.098,24.449,4.25,0,17,0,-1,0,HL
98,14,1,2,20,6,9,2,43,9,16,1,0.904181818,0.6749,0.557235294,1.3405,6,5,6,2,39.784,6.749,9.473,2.681,4.75,0,19,0,-1,0,HL
99,14,2,3,10,5,11,10,15,6,25,23,0.8213125,0.633571429,0.796192308,0.827541667,6,6,6,6,13.141,4.435,20.701,19.861,6,0.5,72,0,-1,0,HL
100,14,2,4,17,5,3,3,56,6,3,4,0.732263158,0.151857143,0.9595,1.184,6,5,3,6,41.739,1.063,3.838,5.92,5,0.5,20,0,-1,0,HL
101,14,3,5,20,4,2,3,100,7,1,2,0.472425743,0.4085,0.907,0.88,4,4,4,2,47.715,3.268,1.814,2.64,3.5,0.25,26,0,-1,0,HL
102,14,3,6,20,7,8,8,69,8,9,10,0.6956,0.523777778,0.5654,0.761363636,2,6,6,4,48.692,4.714,5.654,8.375,4.5,0.25,18,0,-1,0,HL
103,14,4,7,20,3,3,14,65,3,8,32,0.734681818,0.59775,0.270666667,0.531909091,3,3,3,3,48.489,2.391,2.436,17.553,3,0.75,36,0,-1,0,HL
104,14,4,8,20,2,6,9,94,1,10,10,0.455094737,1.4715,0.452363636,0.845181818,3,3,2,3,43.234,2.943,4.976,9.297,2.75,0.75,20,0,-1,0,HL
105,14,5,9,16,3,3,12,123,5,8,50,0.308741935,0.233833333,0.247,0.433470588,2,2,2,2,38.284,1.403,2.223,22.107,2,0.75,24,0,-1,0,HL
106,14,5,10,20,3,3,9,125,8,2,16,0.345650794,0.237777778,0.653,0.402058824,6,6,6,2,43.552,2.14,1.959,6.835,5,0.75,38,0,-1,0,HL
107,14,6,11,18,5,3,13,109,9,2,87,0.384109091,0.1329,0.645666667,0.170363636,5,5,5,6,42.252,1.329,1.937,14.992,5.25,0.5,36,0,-1,1,HL
108,14,6,12,20,16,6,4,193,69,10,5,0.307164948,0.241185714,0.340818182,0.337,5,3,3,3,59.59,16.883,3.749,2.022,3.5,0.5,23,0,-1,1,HL
109,14,7,13,20,4,7,5,147,9,17,13,0.345601351,0.1244,0.256555556,0.228785714,3,3,3,3,51.149,1.244,4.618,3.203,3,0.75,36,0,-1,1,HL
110,14,7,14,16,5,11,6,80,9,29,12,0.535037037,0.234,0.621366667,0.370230769,5,5,5,6,43.338,2.34,18.641,4.813,5.25,0.75,36,0,-1,1,HL
111,14,8,15,20,7,9,7,150,20,22,18,0.389668874,0.283,0.347086957,0.438842105,6,5,5,3,58.84,5.943,7.983,8.338,4.75,0.25,19,0,-1,1,HL
112,14,9,17,20,5,4,12,105,9,5,38,0.508716981,0.3554,0.255,0.287666667,5,5,5,4,53.924,3.554,1.53,11.219,4.75,0.5,34,0,-1,1,HL
113,14,9,18,10,2,8,3,83,1,17,12,0.299369048,0.5555,0.503277778,0.539384615,6,6,6,5,25.147,1.111,9.059,7.012,5.75,0.5,41,0,-1,1,HL
114,14,10,19,20,8,8,11,103,8,11,20,0.515807692,0.420222222,0.433833333,0.664095238,3,3,3,6,53.644,3.782,5.206,13.946,3.75,0.75,24,0,-1,1,HL
115,14,10,20,18,11,7,8,68,23,10,18,0.519449275,0.396,0.717909091,0.501842105,6,6,6,6,35.842,9.504,7.897,9.535,6,0.75,72,0,-1,1,HL
116,14,11,21,19,4,17,12,152,5,56,28,0.287620915,0.502666667,0.325754386,0.273068966,5,5,6,6,44.006,3.016,18.568,7.919,5.5,0.25,22,0,-1,1,HL
117,14,11,22,20,10,5,6,110,12,10,29,0.370225225,0.412153846,0.389909091,0.303333333,6,6,6,4,41.095,5.358,4.289,9.1,5.5,0.25,40,0,-1,1,HL
118,14,12,23,20,6,11,6,75,7,31,12,0.6225,0.436,0.4595625,0.591384615,6,6,6,5,47.31,3.488,14.706,7.688,5.75,0.25,41,0,-1,1,HL
119,14,12,24,20,8,6,2,81,14,15,1,0.645512195,0.369333333,0.355625,1.2225,5,5,3,6,52.932,5.54,5.69,2.445,4.75,0.25,19,0,-1,1,HL
120,14,13,25,20,6,5,14,80,12,6,23,0.556222222,0.273846154,0.332142857,0.513958333,2,6,6,6,45.054,3.56,2.325,12.335,5,0.5,38,0,-1,1,HL
121,14,13,26,20,2,11,6,78,1,18,10,0.544734177,1.526,0.496842105,0.346090909,5,5,5,4,43.034,3.052,9.44,3.807,4.75,0.5,34,0,-1,1,HL
122,14,14,27,10,3,6,10,25,2,10,27,0.491846154,0.441,0.481909091,0.488285714,5,5,5,3,12.788,1.323,5.301,13.672,4.5,0.5,33,0,-1,1,HL
123,14,14,28,6,3,5,13,29,4,9,36,0.288,0.1794,0.6093,0.49872973,5,5,6,5,8.64,0.897,6.093,18.453,5.25,0.5,36,0,-1,1,HL
124,16,1,2,8,13,8,15,10,87,13,51,0.960727273,0.436181818,0.261285714,0.345442308,5,6,2,4,10.568,38.384,3.658,17.963,4.25,0,17,0,-1,0,HL
125,16,2,3,14,16,20,20,44,41,145,134,0.352333333,0.317238095,0.248568493,0.390066667,2,4,2,5,15.855,13.324,36.291,52.659,3.25,0.25,13,0,-1,0,HL
126,16,2,4,11,11,12,18,12,46,34,115,0.692153846,0.161042553,0.450314286,0.323284483,3,3,3,2,8.998,7.569,15.761,37.501,2.75,0.25,20,0,-1,0,HL
127,16,3,5,16,16,2,20,40,76,1,169,0.514219512,0.263571429,0.4225,0.330288235,5,2,2,4,21.083,20.295,0.845,56.149,3.25,0,13,0,-1,0,HL
128,16,3,6,17,4,18,18,44,4,103,43,0.215466667,0.5464,0.303817308,0.370159091,3,3,4,4,9.696,2.732,31.597,16.287,3.5,0,14,0,-1,0,HL
129,16,4,7,17,19,4,19,57,109,6,119,0.318,0.309418182,1.238571429,0.246816667,2,2,4,5,18.444,34.036,8.67,29.618,3.25,0,13,0,-1,0,HL
130,16,4,8,19,10,15,3,106,14,83,2,0.248299065,0.477066667,0.239428571,0.372333333,4,3,6,6,26.568,7.156,20.112,1.117,4.75,0,19,0,-1,0,HL
131,16,5,9,17,18,7,13,72,114,18,41,0.237246575,0.287217391,0.455578947,0.370904762,2,6,2,5,17.319,33.03,8.656,15.578,3.75,0,15,0,-1,0,HL
132,16,5,10,19,18,10,12,135,94,41,36,0.200301471,0.160515789,0.1665,0.239459459,3,2,3,2,27.241,15.249,6.993,8.86,2.5,0,10,0,-1,0,HL
133,16,6,11,19,9,19,11,99,11,118,16,0.45836,0.238166667,0.203596639,0.287,6,6,6,6,45.836,2.858,24.228,4.879,6,0.75,72,0,-1,1,HL
134,16,6,12,18,18,18,19,99,112,88,122,0.22658,0.248982301,0.362044944,0.33496748,4,4,4,5,22.658,28.135,32.222,41.201,4.25,0.75,29,0,-1,1,HL
135,16,7,13,20,2,20,9,110,1,163,15,0.207873874,0.3225,0.212993902,0.2248125,6,6,2,4,23.074,0.645,34.931,3.597,4.5,0,18,0,-1,1,HL
136,16,7,14,20,20,11,17,139,194,34,84,0.218714286,0.248876923,0.210457143,0.282529412,2,4,4,5,30.62,48.531,7.366,24.015,3.75,0,15,0,-1,1,HL
137,16,8,15,20,15,13,12,153,46,44,52,0.161948052,0.13706383,0.160288889,0.322716981,2,2,2,3,24.94,6.442,7.213,17.104,2.25,0.5,15,0,-1,1,HL
138,16,8,16,14,9,10,20,28,17,20,127,0.308827586,0.189166667,0.369571429,0.34190625,3,5,3,3,8.956,3.405,7.761,43.764,3.5,0.5,23,0,-1,1,HL
139,16,9,17,8,20,14,9,15,148,64,15,0.1561875,0.272785235,0.151861538,0.216,3,5,2,3,2.499,40.645,9.871,3.456,3.25,0.25,13,0,-1,1,HL
140,16,9,18,19,6,20,20,105,9,148,274,0.197075472,0.1429,0.178322148,0.20344,3,3,3,4,20.89,1.429,26.57,55.946,3.25,0.25,22,0,-1,1,HL
141,16,10,19,20,10,4,19,283,23,4,134,0.177897887,0.14275,0.1586,0.156385185,3,3,3,5,50.523,3.426,0.793,21.112,3.5,0.5,23,0,-1,1,HL
142,16,10,20,17,12,13,16,78,35,24,80,0.196810127,0.229194444,0.41016,0.195271605,3,2,2,2,15.548,8.251,10.254,15.817,2.25,0.5,15,0,-1,1,HL
143,16,11,21,18,13,10,18,76,69,28,67,0.184220779,0.189314286,0.213793103,0.183426471,3,2,2,3,14.185,13.252,6.2,12.473,2.5,0,10,0,-1,1,HL
144,16,11,22,19,13,4,12,179,38,16,18,0.219327778,0.332512821,0.221235294,0.132052632,5,2,6,2,39.479,12.968,3.761,2.509,3.75,0,15,0,-1,1,HL
145,16,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,-1,1,HL
146,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,-1,1,HL
147,18,1,2,20,4,15,5,137,9,42,5,0.137746377,0.0956,0.381069767,0.546666667,6,6,4,2,19.009,0.956,16.386,3.28,4.5,0,18,0,-1,0,HL
148,18,2,3,18,3,9,13,75,3,11,19,0.359276316,0.22225,0.722083333,0.67115,6,6,4,6,27.305,0.889,8.665,13.423,5.5,0.5,40,0,-1,0,HL
149,18,3,5,14,3,15,17,35,3,36,64,0.6095,0.21975,0.504810811,0.388153846,3,3,3,5,21.942,0.879,18.678,25.23,3.5,0.25,23,0,-1,0,HL
150,18,4,7,20,3,12,10,105,2,17,15,0.41459434,0.379333333,0.562777778,0.496875,6,4,6,6,43.947,1.138,10.13,7.95,5.5,0.5,40,0,-1,0,HL
151,18,4,8,20,3,4,19,86,4,8,32,0.647977011,0.3866,0.115,0.550030303,6,6,6,4,56.374,1.933,1.035,18.151,5.5,0.5,40,0,-1,0,HL
152,18,5,9,20,4,2,18,150,10,1,39,0.396682119,0.270545455,1.0725,0.353275,2,5,5,5,59.899,2.976,2.145,14.131,4.25,0.5,32,0,-1,0,HL
153,18,5,10,20,4,5,18,134,3,7,46,0.379651852,0.42025,0.109625,0.386574468,4,4,4,2,51.253,1.681,0.877,18.169,3.5,0.5,26,0,-1,0,HL
154,18,6,11,20,6,16,9,147,20,44,49,0.513364865,0.157,0.161711111,0.17732,2,2,2,4,75.978,3.297,7.277,8.866,2.5,0.25,16,0,-1,1,HL
155,18,6,12,20,6,8,18,122,31,14,97,0.361138211,0.15778125,0.2914,0.234887755,5,5,6,6,44.42,5.049,4.371,23.019,5.5,0.25,22,0,-1,1,HL
156,18,7,13,20,2,3,8,154,1,2,19,0.337451613,0.6765,0.494,0.3977,6,6,6,2,52.305,1.353,1.482,7.954,5,0.5,38,0,-1,1,HL
157,18,7,14,20,4,12,5,296,8,31,8,0.261047138,0.175,0.3904375,0.445555556,2,2,2,6,77.531,1.575,12.494,4.01,3,0.5,18,0,-1,1,HL
158,18,9,17,10,2,2,20,44,3,5,147,0.3106,0.216,0.208,0.200304054,6,6,6,4,13.977,0.864,1.248,29.645,5.5,0.75,40,0,-1,1,HL
159,18,9,18,20,3,4,2,179,2,3,1,0.208472222,0.359333333,0.25925,0.4385,6,6,6,6,37.525,1.078,1.037,0.877,6,0.75,72,0,-1,1,HL
160,18,10,20,20,2,3,15,362,1,13,45,0.270112948,1.1725,0.125428571,0.236652174,6,6,6,5,98.051,2.345,1.756,10.886,5.75,0.75,41,0,-1,1,HL
161,18,11,21,20,2,3,3,99,1,4,7,0.38079,1.0325,0.382,0.33125,6,6,6,6,38.079,2.065,1.91,2.65,6,0.75,72,0,-1,1,HL
162,18,11,22,20,2,3,8,124,1,4,11,0.56816,0.9595,0.2578,0.4985,6,6,6,3,71.02,1.919,1.289,5.982,5.25,0.75,39,0,-1,1,HL
163,18,12,23,14,3,3,4,18,5,2,3,0.601421053,0.1195,0.36,0.156,6,6,6,6,11.427,0.717,1.08,0.624,6,0.75,72,0,-1,1,HL
164,18,12,24,20,17,5,4,160,42,11,3,0.440763975,0.208,0.119166667,0.3085,2,4,4,4,70.963,8.944,1.43,1.234,3.5,0.75,26,0,-1,1,HL
165,18,13,25,20,3,6,8,189,2,11,18,0.276363158,0.302,0.15,0.186526316,6,6,6,6,52.509,0.906,1.8,3.544,6,0.75,72,0,-1,1,HL
166,19,1,1,20,8,13,9,376,9,44,27,0.371933687,0.1546,0.3002,0.345285714,3,3,3,2,140.219,1.546,13.509,9.668,2.75,0.25,20,0,-1,0,HL
167,19,1,2,20,7,17,8,56,6,47,7,0.614508772,0.312857143,0.611604167,0.604125,4,4,5,3,35.027,2.19,29.357,4.833,4,0.25,16,0,-1,0,HL
168,19,2,3,20,4,5,4,184,4,6,4,0.500216216,0.2902,0.288571429,0.522,2,2,5,4,92.54,1.451,2.02,2.61,3.25,0.25,13,0,-1,0,HL
169,19,2,4,20,4,3,17,84,3,2,42,0.543976471,0.27575,0.383666667,0.557813953,2,2,2,3,46.238,1.103,1.151,23.986,2.25,0.25,15,0,-1,0,HL
170,19,3,5,20,4,3,7,106,3,3,9,0.402196262,0.36725,0.52975,0.1968,3,3,3,2,43.035,1.469,2.119,1.968,2.75,0.25,20,0,-1,0,HL
171,19,3,6,20,4,12,11,165,6,23,24,0.438216867,0.267285714,0.619625,0.27364,3,3,4,4,72.744,1.871,14.871,6.841,3.5,0.25,14,0,-1,0,HL
172,19,4,7,20,7,7,6,265,9,7,10,0.467575188,0.3711,0.467125,0.305545455,3,3,4,4,124.375,3.711,3.737,3.361,3.5,0.25,14,0,-1,0,HL
173,19,4,8,20,4,3,6,98,3,2,10,0.510191919,0.24575,0.373333333,0.781181818,3,3,3,5,50.509,0.983,1.12,8.593,3.5,0.25,23,0,-1,0,HL
174,19,5,9,20,16,14,8,234,36,27,34,0.340068085,0.509891892,0.478107143,0.195371429,6,6,4,3,79.916,18.866,13.387,6.838,4.75,0,19,0,-1,1,HL
175,19,5,10,20,2,13,5,103,4,16,5,0.685144231,0.228,0.362705882,0.224833333,4,3,4,5,71.255,1.14,6.166,1.349,4,0,16,0,-1,1,HL
176,19,6,11,20,4,3,5,104,3,2,6,0.57027619,0.41175,0.507666667,0.206428571,4,4,4,4,59.879,1.647,1.523,1.445,4,1,48,0,-1,1,HL
177,19,6,12,20,4,7,6,106,4,6,8,0.694803738,0.3198,0.510285714,0.638333333,4,4,4,4,74.344,1.599,3.572,5.745,4,1,48,0,-1,1,HL
178,19,7,13,20,5,4,14,167,5,3,34,0.590416667,0.380166667,0.309,0.507771429,5,5,2,2,99.19,2.281,1.236,17.772,3.5,0.25,14,0,-1,1,HL
179,19,8,15,20,7,7,14,119,7,11,39,0.565725,0.156125,0.139583333,0.3307,3,3,3,2,67.887,1.249,1.675,13.228,2.75,0.75,20,0,-1,1,HL
180,19,8,16,20,5,12,14,95,10,45,25,0.629760417,0.265454545,0.186434783,0.280923077,2,2,2,2,60.457,2.92,8.576,7.304,2,0.75,24,0,-1,1,HL
181,19,9,17,20,4,3,2,154,4,2,1,0.482019355,0.3004,0.453333333,0.8875,4,4,4,4,74.713,1.502,1.36,1.775,4,1,48,0,-1,1,HL
182,19,9,18,20,4,5,3,104,6,5,3,0.36232381,0.228,0.229666667,0.83,3,3,3,3,38.044,1.596,1.378,3.32,3,1,36,0,-1,1,HL
183,19,10,19,20,9,5,12,135,9,7,18,0.563573529,0.5765,0.499875,0.551315789,3,3,3,2,76.646,5.765,3.999,10.475,2.75,0.75,20,0,-1,1,HL
184,19,10,20,20,3,5,2,82,2,4,1,0.620457831,0.343666667,0.3052,0.562,2,2,2,2,51.498,1.031,1.526,1.124,2,0.75,24,0,-1,1,HL
185,19,11,21,20,4,3,5,141,3,2,5,0.488204225,0.3155,0.456666667,0.400166667,6,6,6,6,69.325,1.262,1.37,2.401,6,0.75,72,0,-1,1,HL
186,19,11,22,20,2,2,4,79,1,2,5,0.5379625,0.4385,0.226666667,0.704166667,3,3,3,5,43.037,0.877,0.68,4.225,3.5,0.75,23,0,-1,1,HL
187,19,12,23,20,3,3,14,152,2,3,22,0.521928105,0.462333333,0.34425,0.512695652,6,6,6,6,79.855,1.387,1.377,11.792,6,0.5,72,0,-1,1,HL
188,19,12,24,19,5,11,7,67,6,22,9,0.566308824,0.393,0.414391304,0.7511,6,6,3,3,38.509,2.751,9.531,7.511,4.5,0.5,18,0,-1,1,HL
189,22,1,1,20,6,12,19,115,9,51,75,0.786094828,0.6003,0.294173077,0.493657895,3,3,3,3,91.187,6.003,15.297,37.518,3,1,36,0,-1,0,HL
190,22,1,2,20,3,3,18,64,3,3,57,0.686784615,0.417,0.654,0.758155172,3,3,3,3,44.641,1.668,2.616,43.973,3,1,36,0,-1,0,HL
191,22,2,3,20,5,4,18,91,6,3,75,0.673065217,0.365285714,0.95975,0.406065789,2,2,2,4,61.922,2.557,3.839,30.861,2.5,0.5,16,0,-1,0,HL
192,22,2,4,20,2,17,2,92,3,39,1,0.687569892,0.7255,0.729875,0.628,2,2,4,2,63.944,2.902,29.195,1.256,2.5,0.5,16,0,-1,0,HL
193,22,3,5,20,12,11,13,93,57,24,33,0.699531915,0.148689655,0.14624,0.410794118,3,3,3,4,65.756,8.624,3.656,13.967,3.25,0.75,22,0,-1,0,HL
194,22,3,6,20,2,12,17,79,1,45,108,0.555725,0.9825,0.300847826,0.310568807,5,5,5,5,44.458,1.965,13.839,33.852,5,0.75,60,0,-1,0,HL
195,22,4,7,17,6,8,6,191,18,39,5,0.22009375,0.147315789,0.334325,0.4095,2,2,3,6,42.258,2.799,13.373,2.457,3.25,0,13,0,-1,0,HL
196,22,4,8,6,17,7,4,23,49,11,5,0.363083333,0.3538,0.184666667,0.109166667,5,4,3,6,8.714,17.69,2.216,0.655,4.5,0,18,0,-1,0,HL
197,22,5,9,20,7,2,18,247,25,1,86,0.31008871,0.269730769,0.701,0.434551724,6,6,6,4,76.902,7.013,1.402,37.806,5.5,0.75,40,0,-1,0,HL
198,22,5,10,20,6,3,19,107,7,3,50,0.410555556,0.29275,0.3665,0.73045098,3,3,3,3,44.34,2.342,1.466,37.253,3,0.75,36,0,-1,0,HL
199,22,6,11,20,3,10,5,285,2,28,8,0.316297203,0.337666667,0.507137931,0.202,4,4,5,4,90.461,1.013,14.707,1.818,4.25,0.75,29,0,-1,1,HL
200,22,6,12,19,5,15,14,117,6,47,38,0.268305085,0.293285714,0.454375,0.364282051,4,4,4,4,31.66,2.053,21.81,14.207,4,0.75,48,0,-1,1,HL
201,22,7,13,20,3,5,19,304,2,5,132,0.244777049,0.616,0.3035,0.198082707,4,4,4,6,74.657,1.848,1.821,26.345,4.5,0.75,30,0,-1,1,HL
202,22,7,14,18,4,9,5,111,7,11,10,0.299071429,0.112875,0.180416667,0.099454545,3,3,3,3,33.496,0.903,2.165,1.094,3,0.75,36,0,-1,1,HL
203,22,8,15,20,7,5,19,179,12,10,79,0.357755556,0.379307692,0.211,0.3787125,2,2,2,2,64.396,4.931,2.321,30.297,2,1,24,0,-1,1,HL
204,22,8,16,20,7,6,13,213,8,17,35,0.262906542,0.230888889,0.194166667,0.251888889,6,6,6,6,56.262,2.078,3.495,9.068,6,1,72,0,-1,1,HL
205,22,9,17,20,4,3,4,145,4,3,6,0.227267123,0.4334,0.45425,0.300714286,3,3,3,3,33.181,2.167,1.817,2.105,3,0.75,36,0,-1,1,HL
206,22,9,18,20,6,8,16,318,15,12,87,0.275507837,0.508875,0.196692308,0.245193182,3,3,3,4,87.887,8.142,2.557,21.577,3.25,0.75,22,0,-1,1,HL
207,22,10,19,19,6,4,19,137,6,3,68,0.433072464,0.349714286,0.502,0.417028986,6,6,6,6,59.764,2.448,2.008,28.775,6,1,72,0,-1,1,HL
208,22,10,20,19,5,10,9,154,10,16,17,0.280296774,0.151545455,0.646294118,0.154666667,2,2,2,2,43.446,1.667,10.987,2.784,2,1,24,0,-1,1,HL
209,22,11,21,20,6,17,19,265,8,59,102,0.264609023,0.253777778,0.237433333,0.283398058,6,6,6,6,70.386,2.284,14.246,29.19,6,1,72,0,-1,1,HL
210,22,11,22,19,5,8,11,135,10,21,45,0.253264706,0.239727273,0.191318182,0.167543478,6,6,6,6,34.444,2.637,4.209,7.707,6,1,72,0,-1,1,HL
211,22,12,23,20,10,5,18,209,20,6,146,0.172095238,0.079809524,0.287,0.22155102,6,6,6,6,36.14,1.676,2.009,32.568,6,1,72,0,-1,1,HL
212,22,12,24,20,7,8,20,583,14,9,161,0.172734589,0.097266667,0.3011,0.186567901,5,5,5,5,100.877,1.459,3.011,30.224,5,1,60,0,-1,1,HL
213,25,1,1,20,9,3,20,336,20,10,150,0.282178042,0.327095238,0.163818182,0.283807947,3,3,3,5,95.094,6.869,1.802,42.855,3.5,0.5,23,0,-1,0,Hc
214,25,1,2,14,16,3,18,93,26,3,47,0.291680851,0.349259259,0.4165,0.3508125,2,2,2,4,27.418,9.43,1.666,16.839,2.5,0.5,16,0,-1,0,Hc
215,25,2,3,16,5,11,20,67,7,57,160,0.238279412,0.228875,0.221172414,0.299291925,4,4,4,4,16.203,1.831,12.828,48.186,4,0.75,48,0,-1,0,Hc
216,25,2,4,20,4,18,17,175,4,102,55,0.288590909,0.3544,0.294058252,0.481571429,3,3,3,5,50.792,1.772,30.288,26.968,3.5,0.75,23,0,-1,0,Hc
