Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
1,1,1,1,2,24.64399999999998,20,115,60,58,10,7,25.37599999999998,0.6709999999999998,8.112999999999994,15.798999999999987,20,2,14,15,118,2,40,68,4,0,20,5,1,L,0.2150508474576271,0.33549999999999996,0.20282499999999998,0.23233823529411762
1,1,2,1,11,43.55399999999997,11,175,66,72,62,82,44.041999999999966,2.1349999999999985,1.463999999999999,5.611999999999996,13,9,5,11,177,11,6,18,4,0.5,27,3.75,1,L,0.24882485875706212,0.1940909090909091,0.24399999999999997,0.31177777777777776
1,2,3,1,3,12.62699999999999,15,53,29,31,28,20,12.87099999999999,0.122,1.463999999999999,10.186999999999992,17,1,6,16,55,1,7,48,5,0.5,36,5.25,1,L,0.2340181818181818,0.122,0.20914285714285713,0.21222916666666664
1,2,4,1,13,25.55899999999998,9,96,115,113,117,112,26.35199999999998,2.9889999999999977,0.5489999999999999,2.9279999999999977,13,13,4,8,101,19,4,8,2,1,24,2,1,L,0.26091089108910887,0.15731578947368421,0.13724999999999998,0.3659999999999999
1,3,5,1,3,25.61999999999998,19,134,29,28,26,51,25.98599999999998,4.452999999999997,0.122,10.796999999999992,20,11,2,17,137,20,2,46,5,0.5,34,4.75,1,L,0.18967883211678832,0.22265,0.061,0.23471739130434782
1,3,6,1,11,25.49799999999998,12,111,38,5,109,3,32.26899999999998,22.264999999999983,12.19999999999999,2.561999999999998,20,19,17,8,143,95,46,8,4,0,19,4.75,1,L,0.22565734265734264,0.23436842105263156,0.2652173913043478,0.32025
1,4,7,1,14,23.362999999999982,12,110,90,92,86,96,24.09499999999998,0.8539999999999996,0.8539999999999996,5.855999999999995,15,5,2,12,114,5,2,19,3,1,36,3,1,L,0.211359649122807,0.1708,0.4269999999999999,0.30821052631578943
1,4,8,1,15,27.205999999999978,19,120,16,19,22,26,27.266999999999978,2.9279999999999977,4.269999999999997,10.125999999999992,20,6,13,16,121,9,25,44,6,0.5,41,5.75,1,L,0.2253471074380165,0.32533333333333325,0.1708,0.2301363636363636
1,5,9,1,14,8.722999999999994,13,45,92,94,89,56,9.088999999999993,2.744999999999998,0.488,7.8689999999999936,15,7,5,10,47,12,5,23,3,0.5,22,3.25,1,L,0.19338297872340426,0.22874999999999998,0.09759999999999999,0.34213043478260863
1,5,10,1,7,22.264999999999983,20,111,9,4,11,115,23.54599999999998,0.061,2.2569999999999983,5.855999999999995,20,1,8,15,115,1,8,26,6,0.5,38,5,1,L,0.2047478260869565,0.061,0.28212499999999996,0.22523076923076923
